cod_prod,descr_resumida,descr_detalhada,preco,unidade
312FER2007,FE 312 BI 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BORRACHA INTEGRAL,9.35,PECA
312FER2082,FE 312 UP 25,RODIZIO DE AÇO FIXO DE PARAFUSO 25MM COM RODA 312 UP,9.1,PECA
312FER644,FE 312 BP CZA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BP CINZA,8.28,PECA
312FER648,FE 312 GP 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA,5.7,PECA
312FER652,FE 312 PP PTA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 PP PRETA,7.16,PECA
312FER660,FE 312 FE/PU RO 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO ROLAMENTO,41.85,PECA
312FER664,FE 312 AL/BO RO 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO,28.5,PECA
312FER668,FE 312 AL/PU RO 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM POLIURETANO ROLAMENTO,38.35,PECA
312FER720,FE 312 AL/BO BU 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BORRACHA BUCHA,19.85,PECA
312FER721,FE 312 FE/PU BU 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO BUCHA,32.2,PECA
312FER722,FE 312 AL/PU BU 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM POLIURETANO BUCHA,29.85,PECA
312FER729,FE 312 CEL 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 CELERON,28.22,PECA
312FER737,FE 312 NY BCA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 NYLON BRANCA,10.39,PECA
312FER756,FE 312 BP PTA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BP PRETA,8.28,PECA
312FER761,FE 312 BP BCA 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BP BRANCA,8.28,PECA
312FER762,FE 312 BP AZU 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BP AZUL,8.28,PECA
312FER764,FE 312 BP VER 25,RODIZIO DE AÇO FIXO DE ESPIGA 1/2X25MM COM RODA 312 BP VERMELHA,8.28,PECA
312GBR1042,GB 312 FR AL/BO BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM BORRACHA BUCHA E FREIO,26.95,PECA
312GBR1336,GB 312 FR AL/BO RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO E FREIO,35.55,PECA
312GBR1364,GB 312 FR AL/PU RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO ROLAMENTO E FREIO,45.42,PECA
312GBR1368,GB 312 FERRO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO,28.5,PECA
312GBR1395,GB 312 GP PLK,RODIZIO DE AÇO GIRATORIO DE BASE SEM RODA 312 COM PARAFUSO E PORCA PARLOCK,9.56,PECA
312GBR1396,GB 312 FR GP PLK,RODIZIO DE AÇO GIRATORIO DE BASE SEM RODA 312 COM PARAFUSO E PORCA PARLOCK E FREIO,13.21,PECA
312GBR1487,GB 312 NY BCA PLK,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 NYLON BRANCA PORCA PARLOCK,14.28,PECA
312GBR1819,GB 312 FR CEL,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 CELERON E FREIO,35.32,PECA
312GBR1968,GB 312 BP CZA PLK,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP CINZA E PORCA PARLOCK,11.98,PECA
312GBR1969,GB 312 FR FERRO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO E FREIO,32.05,PECA
312GBR2008,GB 312 BI,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BORRACHA INTEGRAL,13,PECA
312GBR2009,GB 312 FR BI,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BORRACHA INTEGRAL E FREIO,16.45,PECA
312GBR2075,CV 312,CAVALETE DO RODIZIO DE AÇO 312,3.25,PECA
312GBR2077,GB 312 UP,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 UP,12.7,PECA
312GBR2078,GB 312 FR UP,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 UP COM FREIO,16.18,PECA
312GBR645,GB 312 BP CZA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP CINZA,11.92,PECA
312GBR649,GB 312 GP,RODIZIO DE AÇO GIRATORIO DE BASE SEM RODA 312 COM PARAFUSO E PORCA,9.5,PECA
312GBR653,GB 312 PP PTA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 PP PRETA,10.85,PECA
312GBR661,GB 312 FE/PU RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO COM POLIURETANO ROLAMENTO,45.76,PECA
312GBR665,GB 312 AL/PU BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO BUCHA,33.45,PECA
312GBR670,GB 312 AL/BO RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO,32.05,PECA
312GBR724,GB 312 AL/PU RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO ROLAMENTO,41.95,PECA
312GBR725,GB 312 FE/PU BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO COM POLIURETANO BUCHA,35.45,PECA
312GBR726,GB 312 AL/BO BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM BORRACHA BUCHA,23.45,PECA
312GBR738,GB 312 NY BCA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 NYLON BRANCA,14.22,PECA
312GBR744,GB 312 CEL,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 CELERON,31.85,PECA
312GBR754,GB 312 BP PTA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP PRETA,11.92,PECA
312GBR766,GB 312 BP BCA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP BRANCA,11.92,PECA
312GBR773,GB 312 BP AZU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP AZUL,11.92,PECA
312GBR774,GB 312 BP VER,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP VERMELHA,11.92,PECA
312GBR840,GB 312 FR BP CZA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP CINZA E FREIO,15.42,PECA
312GBR844,GB 312 FR GP,RODIZIO DE AÇO GIRATORIO DE BASE SEM RODA 312 COM PARAFUSO E PORCA E FREIO,13.15,PECA
312GBR849,GB 312 FR PP PTA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 PP PRETA E FREIO,14.35,PECA
312GBR857,GB 312 FR BP VER,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP VERMELHA E FREIO,15.42,PECA
312GBR885,GB 312 FR BP BCA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP BRANCA E FREIO,15.42,PECA
312GBR886,GB 312 FR NY BCA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 NYLON BRANCA E FREIO,17.7,PECA
312GBR887,GB 312 FR BP PTA,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP PRETA E FREIO,15.42,PECA
312GBR889,GB 312 FR BP AZU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 BP AZUL E FREIO,15.42,PECA
312GBR896,GB 312 FR FE/PU BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO COM POLIURETANO BUCHA E FREIO,39.1,PECA
312GBR955,GB 312 FR FE/PU RO,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 FERRO COM POLIURETANO ROLAMENTO E FREIO,49.25,PECA
312GBR991,GB 312 FR AL/PU BU,RODIZIO DE AÇO GIRATORIO DE BASE COM RODA 312 ALUMINIO COM POLIURETANO BUCHA E FREIO,36.95,PECA
312GER1001,GE 312 FR NY BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 NYLON BRANCA E FREIO,17.46,PECA
312GER1146,GE 312 BP CZA 75 BSW,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM BSW COM RODA 312 BP CINZA,0,PECA
312GER1286,GE 312 FR BP AZU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP AZUL E FREIO,15.21,PECA
312GER1147,GE 312 FR BP CZA 75 BSW,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM BSW COM RODA 312 BP CINZA E FREIO,14.8632,PECA
312GER1370,GE 312 FERRO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO,28.4,PECA
312GER1394,GE 312 FR GP PLK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA PARLOCK E FREIO,13.01,PECA
312GER1399,GE 312 GP PLK 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA PARLOCK,9.31,PECA
312GER1480,GE 312 FR BP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP PRETA E FREIO,15.21,PECA
312GER1485,GE 312 FR FE/PU RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO ROLAMENTO E FREIO,48.55,PECA
312GER1490,GE 312 FR AL/BO BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BORRACHA BUCHA E FREIO,26.75,PECA
312GER1507,GE 312 BP CZA 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM COM RODA 312 BP CINZA,12.38,PECA
312GER1591,GE 312 FR BP CZA 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM COM RODA 312 BP CINZA E FREIO,15.9,PECA
312GER1611,GE 312 FR GP 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM SEM RODA 312 COM PARAFUSO E PORCA E FREIO,13.75,PECA
312GER1649,GE 312 BP PTA 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM COM RODA 312 BP PRETA,12.38,PECA
312GER1820,GE 312 FR CEL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 CELERON E FREIO,35.15,PECA
312GER1970,GE 312 FR AL/PU RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM POLIURETANO E FREIO,45.25,PECA
312GER1971,GE 312 FR AL/BO RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO E FREIO,35.35,PECA
312GER1972,GE 312 FR AL/PU BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BUCHA E FREIO,36.75,PECA
312GER2010,GE 312 BI 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BORRACHA INTEGRAL,12.75,PECA
312GER2011,GE 312 FR BI 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BORRACHA INTEGRAL E FREIO,16.25,PECA
312GER2027,GE 312 FE/PU BU 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM COM RODA 312 FERRO COM POLIURETANO BUCHA,36.2,PECA
312GER2081,GE 312 FR UP 25,RODIZIO DE AÇO GIRATORIO DE PARAFUSO 25MM COM RODA 312 UP COM FREIO,15.98,PECA
312GER2080,GE 312 UP 25,RODIZIO DE AÇO GIRATORIO DE PARAFUSO 25MM COM RODA 312 UP,12.5,PECA
312GER295,GE 312 GP,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA,9.25,PECA
312GER646,GE 312 BP CZA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP CINZA,11.68,PECA
312GER650,GE 312 FR GP 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM SEM RODA 312 COM PARAFUSO E PORCA E FREIO,12.95,PECA
312GER654,GE 312 PP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 PP PRETA,10.34,PECA
312GER666,GE 312 AL/BO RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM BORRACHA ROLAMENTO,31.85,PECA
312GER662,GE 312 FE/PU RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO ROLAMENTO,45.15,PECA
312GER671,GE 312 AL/PU RO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM POLIURETANO ROLAMENTO,41.75,PECA
312GER740,GE 312 NY BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 NYLON BRANCA,13.86,PECA
312GER746,GE 312 AL/BO BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 NYLON BRANCA,23.25,PECA
312GER748,GE 312 AL/PU BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 ALUMINIO COM POLIURETANO BUCHA,33.25,PECA
312GER750,GE 312 FE/PU BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO BUCHA,35.25,PECA
312GER752,GE 312 CEL 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 CELERON,31.61,PECA
312GER755,GE 312 BP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP PRETA,11.68,PECA
312GER775,GE 312 BP AZU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP AZUL,11.68,PECA
312GER776,GE 312 BP VER 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP VERMELHA,11.68,PECA
312GER777,GE 312 BP BCA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP BRANCA,11.68,PECA
312GER842,GE 312 FR BP CZA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 BP CINZA E FREIO,15.21,PECA
312GER856,GE 312 FR FERRO 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO E FREIO,31.85,PECA
312GER855,GE 312 GP 75,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X75MM SEM RODA 312 COM PARAFUSO E PORCA,10.05,PECA
312GER909,GE 312 FR PP PTA 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 PP PRETA E FREIO,14,PECA
312GER982,GE 312 FR FE/PU BU 25,RODIZIO DE AÇO GIRATÓRIO DE ESPIGA 1/2X25MM COM RODA 312 FERRO COM POLIURETANO BUCHA E FREIO,38.65,PECA
312GP1006,GP 312 FR NY BCA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 NYLON BRANCA E FREIO,16,PECA
312GP1014,GP 312 BP CZA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP CINZA,10.26,PECA
312GP1372,GP 312 FR GP,RODIZIO DE AÇO GIRATORIO PASSANTE SEM RODA 312 COM PARAFUSO E PORCA E FREIO,11.4,PECA
312GP1371,GP 312 GP,RODIZIO DE AÇO GIRATORIO PASSANTE SEM RODA 312 COM PARAFUSO E PORCA,7.75,PECA
312GP1373,GP 312 FR BP CZA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP CINZA E FREIO,13.78,PECA
312GP1374,GP 312 FE/PU BU,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 FERRO COM POLIURETANO COM BUCHA,34.14,PECA
312GP1375,GP 312 PP PTA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 PP PRETA,9.17,PECA
312GP1782,GP 312 FR BP PTA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP PRETA E FREIO,13.78,PECA
312GP1783,GP 312 BP PTA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP PRETA,10.26,PECA
312GP1973,GP 312 FE/PU RO,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 FERRO COM POLIURETANO COM ROLAMENTO,43.7,PECA
312GP1974,GP 312 BP BCA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP BRANCA,10.26,PECA
312GP1975,GP 312 BP AZU,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP AZUL,10.26,PECA
312GP1976,GP 312 BP VER,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP VERMELHA,10.26,PECA
312GP1977,GP 312 FR BP AZU,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP AZUL E FREIO,13.78,PECA
312GP1978,GP 312 FR BP BCA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP BRANCA E FREIO,13.78,PECA
312GP1979,GP 312 FR BP VER,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BP VERMELHA E FREIO,13.78,PECA
312GP1980,GP 312 FR PP PTA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 PP PRETA E FREIO,12.66,PECA
312GP1981,GP 312 FR FE/PU BU,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 FERRO COM POLIURETANO COM BUCHA E FREIO,37.5,PECA
312GP1982,GP 312 FR FE/PU RO,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 FERRO COM POLIURETANO COM ROLAMENTO E FREIO,47.13,PECA
312GP2012,GP 312 BI,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 BORRACHA INTEGRAL,11.28,PECA
312GP990,GP 312 NY BCA,RODIZIO DE AÇO GIRATORIO PASSANTE COM RODA 312 NYLON BRANCA,12.56,PECA
312RO1144,RO 312 FERRO,RODA 312 FERRO,17,PECA
312RO1341,RO 312 BP AZU,RODA 312 BP AZUL,2.35,PECA
312RO1343,RO 312 BP BCA,RODA 312 BP BRANCA,2.35,PECA
312RO1346,RO 312 BP PTA,RODA 312 BP PRETA,2.35,PECA
312RO1348,RO 312 BP VER,RODA 312 BP VERMELHA,2.35,PECA
312RO2005,RO 312 BI,RODA 312 BORRACHA INTEGRAL,3.12,PECA
312RO2101,RO 312 UP,RODA 312 DE POLIURETANO INJETADO,3.17,PECA
312RO640,RO 312 BP CZA,RODA 312 BP CINZA,2.35,PECA
312RO655,RO 312 PP PTA,RODA 312 PP PTA,1.47,PECA
312RO656,RO 312 FE/PU RO,RODA 312 FERRO COM POLIURETANO COM ROLAMENTO,29.4,PECA
312RO657,RO 312 AL/BO BU,RODA 312 ALUMINIO COM BORRACHA COM BUCHA,12,PECA
312RO658,RO 312 AL/PU BU,RODA 312 ALUMINIO COM POLIURETANO COM BUCHA,21,PECA
312RO976,RO 312 FE/PU BU,RODA 312 FERRO COM POLIURETANO COM BUCHA,21.47,PECA
312RO944,RO 312 NY BCA,RODA 312 NYLON BRANCO,4.12,PECA
312RO978,RO 312 AL/PU RO,RODA 312 ALUMINIO COM POLIURETANO COM ROLAMENTO,26.5,PECA
312RO979,RO 312 AL/BO RO,RODA 312 ALUMINIO COM BORRACHA COM ROLAMENTO,19.75,PECA
312RO980,RO 312 CEL,RODA 312 CELERON,18.1,PECA
355FBML2150,FBM 35 GEL,RODIZIO DE AÇO FIXO DE BASE 158 LINHA LEVE COM RODA 35 GEL,4.06,PECA
355GBR1547,GB 35 GR,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL 35 REFORÇADA SOMENTE GARFO E REBITE,2.15,PECA
355FRGEL1792,FR 35 PTA,FREIO 35 GEL NYLON PRETA,0.625,PECA
355GBR1548,GB 35 FR GR,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL 35 REFORÇADA COM FREIO SOMENTE GARFO E REBITE,3,PECA
355GBR1549,GB 35 CZA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL REFORÇADA COM RODA 35 CINZA,3.9,PECA
355GBR1550,GB 35 PTA,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL REFORÇADA COM RODA PRETA,3.9,PECA
355GBR1551,GB 35 AZU,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL REFORÇADA COM RODA 35 AZUL,3.9,PECA
355GBR1554,GB 35 VER,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL REFORÇADA COM RODA 35 VERMELHA,3.9,PECA
355GBR1556,GB 35 FR PTA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 35 PRETA E FREIO,4.63,PECA
355GBR1555,GB 35 FR CZA,"RODIZIO DE AÇO GIRATORIO BASE LINHA GEL REFORÇADA COM FREIO , RODA 35 CZA",4.63,PECA
355GBR1557,GB 35 FR VER,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM FREIO E RODA 35 VERMELHA,4.63,PECA
355GBR1558,GB 35 FR AZU,RODIZIO DE AÇO GIRATORIO LINHA GEL REFORÇADA COM RODA 35 AZUL E FREIO,4.63,PECA
355GBR1559,GB 50 GR,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL 50 REFORÇADA SOMENTE GARFO E REBITE,2.2,PECA
355GBR1560,GB 50 FR GR,RODIZIO DE AÇO GIRATORIO DE BASE LINHA GEL 50 REFORÇADA COM FREIO SOMENTE GARFO E REBITE,3.1,PECA
355GBR1561,GB 50 GEL,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 GEL,3.99,PECA
355GBR1562,GB 50 CZA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 CINZA,3.9,PECA
355GBR1564,GB 50 VER,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 VERMELHA,3.9,PECA
355GBR1565,GB 50 AZU,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 AZUL,3.9,PECA
355GBR1566,GB 50 PTA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 PRETA,3.9,PECA
355GBR1567,GB 50 FR GEL,RODIZIO DE AÇO GIRTAORIA BASE LINHA GEL COM RODA 50 GEL E FREIO,4.75,PECA
355GBR1568,GB 50 FR PTA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 PRETO E FREIO,4.65,PECA
355GBR1570,GB 50 FR CZA,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 CINZA E FREIO,4.65,PECA
355GBR1571,GB 50 FR AZU,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 AZUL E FREIO,4.65,PECA
355GBR1572,GB 50 FR VER,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 VERMELHO E FREIO,4.65,PECA
355GBR1603,GB 50 FR FUME,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 FUME E FREIO,4.75,PECA
355GBR1605,GB 50 FUME,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 50 FUME,3.99,PECA
355GBR1817,GB 35 GEL,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 35 GEL,3.99,PECA
355GBR1818,GB 35 FR GEL,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 35 GEL E FREIO,4.72,PECA
355GBR2070,GB 35 FUME,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 35 FUME,3.99,PECA
355GBR2071,GB 35 FR FUME,RODIZIO DE AÇO GIRATORIO BASE LINHA GEL COM RODA 35 FUME E FREIO,4.72,PECA
355GER2016,GE 50 GEL 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 GEL,5.85,PECA
355GER2017,GE 50 FR GEL 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 GEL E FREIO,6.66,PECA
355GER2030,GE 50 GEL 16,RODIZIO DE AÇO GIRATÓRIO ESPIGA 16MM COM RODA 50 GEL,5.6,PECA
355GER2031,GE 50 FR GEL 16,RODIZIO DE AÇO GIRATÓRIO ESPIGA 16MM COM RODA 50 GEL E FREIO,6.45,PECA
355GER2032,GE 50 FUME 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 FUME,6.07,PECA
355GER2033,GE 50 FR FUME 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 FUME E FREIO,6.9,PECA
355GER2046,GE 50 CZA 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 CINZA,5.74,PECA
355GER2152,GE 50 AZU 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 AZUL,5.74,PECA
355GER2153,GE 50 FR AZU 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 AZUL COM FREIO,6.56,PECA
355GER2154,GE 50 PTA 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 PRETA,5.74,PECA
355GER2155,GE 50 FR PTA 25,RODIZIO DE AÇO GIRATÓRIO ESPIGA 25MM COM RODA 50 PRETA E FREIO,6.56,PECA
355RO1524,RO 35 CZA,RODA 35 PVC CINZA,1.86,PECA
355RO1528,RO 35 PTA,RODA 35 PVC PRETA,1.86,PECA
355RO1529,RO 35 VER,RODA 35 PVC VERMELHA,1.86,PECA
355RO1531,RO 35 AZU,RODA 35 PVC AZUL,1.86,PECA
355RO1536,RO 50 GEL,RODA 50 PVC GEL,1.94,PECA
355RO1538,RO 50 CZA,RODA 50 PVC CINZA,1.86,PECA
355RO1539,RO 50 PTA,RODA 50 PVC PRETA,1.86,PECA
355RO1541,RO 50 VER,RODA 50 PVC VERMELHA,1.86,PECA
355RO1544,RO 50 AZU,RODA 50 PVC AZUL,1.86,PECA
355RO1794,RO 50 FUME,RODA 50 PVC FUME,1.94,PECA
355RO1816,RO 35 GEL,RODA 35 PVC GEL,1.94,PECA
355RO2069,RO 35 FUME,RODA 35 PVC FUME,1.94,PECA
412FBR1401,FB 412 GP PLK,RODIZIO DE AÇO FIXO COM BASE SEM RODA 412 PARAFUSO E PORCA PARLOCK,7,PECA
